               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.012838,           0.0048828,                   0,             0.99734,                   1,             0.99497,               0.914,            0.010991,           0.0025443,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.013292,           0.0049253,                   0,             0.99734,                   1,             0.99497,             0.91353,            0.010989,           0.0025439,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.012887,           0.0048247,                   0,             0.99734,                   1,             0.99497,             0.91282,            0.010984,           0.0025436,                   0,            0.004456,            0.004456,            0.004456
                 170,             0.01284,           0.0048823,                   0,             0.99734,                   1,             0.99497,             0.91283,            0.010978,           0.0025433,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.012731,           0.0048639,                   0,             0.99734,                   1,             0.99497,             0.91296,            0.010976,           0.0025438,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.012727,           0.0048705,                   0,             0.99734,                   1,             0.99497,               0.913,            0.010973,           0.0025433,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.012832,           0.0047832,                   0,             0.99736,                   1,             0.99497,             0.91308,             0.01097,           0.0025432,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.012892,           0.0048508,                   0,             0.99737,                   1,             0.99497,             0.91305,            0.010967,           0.0025428,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.012813,           0.0048399,                   0,             0.99738,                   1,             0.99497,             0.91304,            0.010962,           0.0025423,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.012735,           0.0048044,                   0,             0.99738,                   1,             0.99497,              0.9134,             0.01096,           0.0025426,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.012809,           0.0048988,                   0,             0.99739,                   1,             0.99497,             0.91333,            0.010958,            0.002543,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.012824,           0.0047634,                   0,             0.99738,                   1,             0.99498,             0.91325,            0.010957,           0.0025427,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.012854,           0.0048099,                   0,             0.99737,                   1,             0.99498,              0.9135,            0.010957,           0.0025433,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.012949,           0.0048714,                   0,             0.99737,                   1,             0.99497,             0.91363,            0.010954,            0.002543,                   0,            0.004093,            0.004093,            0.004093
                 181,              0.0128,           0.0047036,                   0,             0.99737,                   1,             0.99497,             0.91381,            0.010952,           0.0025435,                   0,             0.00406,             0.00406,             0.00406
                 182,             0.01269,            0.004783,                   0,             0.99737,                   1,             0.99498,             0.91384,            0.010949,           0.0025434,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.012713,           0.0047667,                   0,             0.99737,                   1,             0.99498,             0.91346,            0.010948,           0.0025437,                   0,            0.003994,            0.003994,            0.003994
                 184,             0.01261,           0.0047792,                   0,             0.99737,                   1,             0.99497,             0.91439,            0.010945,           0.0025438,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.012716,           0.0047396,                   0,             0.99738,                   1,             0.99498,             0.91409,            0.010946,           0.0025445,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.01257,            0.004724,                   0,             0.99736,                   1,             0.99498,             0.91384,            0.010945,           0.0025442,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.012516,           0.0047418,                   0,             0.99735,                   1,             0.99499,             0.91395,            0.010945,           0.0025444,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.012374,            0.004712,                   0,             0.99734,                   1,             0.99499,             0.91407,            0.010948,           0.0025442,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.012457,            0.004698,                   0,             0.99734,                   1,             0.99498,              0.9141,            0.010949,           0.0025439,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.012559,           0.0047053,                   0,             0.99734,                   1,             0.99498,             0.91361,            0.010951,           0.0025435,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.012491,           0.0047176,                   0,             0.99734,                   1,             0.99499,             0.91387,             0.01095,           0.0025429,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.012384,           0.0047605,                   0,             0.99734,                   1,             0.99499,             0.91401,            0.010949,           0.0025429,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.012383,           0.0046504,                   0,             0.99734,                   1,             0.99499,             0.91366,            0.010948,           0.0025429,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.012589,           0.0046605,                   0,             0.99734,                   1,             0.99499,              0.9135,            0.010945,            0.002542,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.012354,            0.004741,                   0,             0.99734,                   1,             0.99499,             0.91373,            0.010944,           0.0025416,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.012412,            0.004704,                   0,             0.99734,                   1,             0.99499,             0.91373,            0.010947,           0.0025418,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.012338,           0.0047081,                   0,             0.99734,                   1,             0.99499,             0.91382,            0.010947,           0.0025415,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.012255,           0.0046978,                   0,             0.99738,                   1,             0.99499,             0.91351,            0.010949,           0.0025414,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.012272,           0.0046479,                   0,             0.99738,                   1,             0.99499,             0.91365,             0.01095,           0.0025411,                   0,            0.003466,            0.003466,            0.003466
                 200,             0.01219,           0.0047049,                   0,              0.9974,                   1,             0.99499,             0.91412,             0.01095,           0.0025408,                   0,            0.003433,            0.003433,            0.003433
                 201,             0.01222,           0.0045659,                   0,             0.99742,                   1,             0.99499,             0.91456,             0.01095,           0.0025407,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.012231,           0.0046113,                   0,              0.9978,                   1,             0.99499,             0.91448,            0.010953,           0.0025411,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.011994,           0.0046471,                   0,             0.99794,                   1,             0.99499,             0.91422,            0.010954,           0.0025413,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.012114,           0.0045864,                   0,             0.99805,                   1,             0.99499,             0.91413,            0.010955,           0.0025409,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.012297,            0.004637,                   0,             0.99805,                   1,             0.99499,              0.9145,            0.010954,           0.0025408,                   0,            0.003268,            0.003268,            0.003268
                 206,             0.01206,           0.0045128,                   0,             0.99802,                   1,             0.99499,              0.9145,            0.010953,           0.0025403,                   0,            0.003235,            0.003235,            0.003235
                 207,               0.012,           0.0045272,                   0,             0.99803,                   1,             0.99499,             0.91438,            0.010954,           0.0025405,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.012112,            0.004562,                   0,             0.99801,                   1,             0.99499,             0.91432,            0.010956,           0.0025407,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.012216,           0.0045591,                   0,             0.99802,                   1,             0.99499,             0.91433,            0.010956,           0.0025406,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.012027,           0.0046101,                   0,             0.99803,                   1,             0.99499,             0.91408,            0.010956,           0.0025409,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.011977,           0.0045801,                   0,             0.99804,                   1,             0.99499,             0.91423,            0.010956,           0.0025412,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.011975,             0.00455,                   0,             0.99804,                   1,             0.99499,              0.9146,            0.010958,           0.0025414,                   0,            0.003037,            0.003037,            0.003037
                 213,             0.01189,           0.0044928,                   0,             0.99805,                   1,             0.99499,             0.91458,            0.010956,           0.0025409,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.011836,           0.0044764,                   0,             0.99804,                   1,             0.99499,             0.91456,            0.010957,           0.0025407,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.011704,           0.0044843,                   0,             0.99805,                   1,             0.99499,             0.91429,            0.010959,            0.002541,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.011824,           0.0044645,                   0,             0.99808,                   1,             0.99499,             0.91444,            0.010961,           0.0025411,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.011971,           0.0045643,                   0,              0.9981,                   1,             0.99499,             0.91452,            0.010963,           0.0025414,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.011939,           0.0044964,                   0,             0.99809,                   1,             0.99499,             0.91485,            0.010965,           0.0025416,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.011854,           0.0044678,                   0,             0.99803,                   1,             0.99499,             0.91487,            0.010964,           0.0025417,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.011617,           0.0045181,                   0,             0.99805,                   1,             0.99499,             0.91476,            0.010965,           0.0025416,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.011724,           0.0045644,                   0,             0.99806,                   1,             0.99498,             0.91477,            0.010966,           0.0025418,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.011727,           0.0045252,                   0,             0.99808,                   1,             0.99498,             0.91457,            0.010969,            0.002542,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.011509,           0.0044444,                   0,             0.99809,                   1,             0.99498,             0.91499,            0.010972,           0.0025424,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.011775,            0.004536,                   0,              0.9981,                   1,             0.99498,             0.91483,            0.010972,           0.0025428,                   0,            0.002641,            0.002641,            0.002641
                 225,             0.01165,           0.0044512,                   0,              0.9981,                   1,             0.99498,             0.91504,            0.010974,           0.0025426,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.011533,           0.0044252,                   0,             0.99811,                   1,             0.99498,             0.91588,             0.01097,           0.0025421,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.011548,           0.0045058,                   0,             0.99811,                   1,             0.99498,             0.91546,            0.010972,           0.0025422,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.011607,           0.0044254,                   0,             0.99811,                   1,             0.99498,             0.91559,            0.010972,           0.0025423,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.011545,           0.0044675,                   0,              0.9981,                   1,             0.99498,             0.91608,            0.010974,           0.0025429,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.011475,           0.0045133,                   0,              0.9981,                   1,             0.99498,             0.91613,            0.010972,           0.0025429,                   0,            0.002443,            0.002443,            0.002443
                 231,             0.01129,           0.0044078,                   0,             0.99809,                   1,             0.99498,             0.91597,            0.010971,           0.0025429,                   0,             0.00241,             0.00241,             0.00241
                 232,             0.01145,           0.0044432,                   0,             0.99809,                   1,             0.99498,             0.91627,            0.010973,           0.0025435,                   0,            0.002377,            0.002377,            0.002377
                 233,             0.01139,           0.0043395,                   0,             0.99808,                   1,             0.99499,             0.91624,            0.010975,           0.0025437,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.011395,           0.0043548,                   0,             0.99809,                   1,             0.99498,             0.91572,            0.010976,           0.0025443,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.011353,           0.0044201,                   0,             0.99809,                   1,             0.99498,             0.91529,            0.010978,           0.0025444,                   0,            0.002278,            0.002278,            0.002278
                 236,             0.01127,           0.0042876,                   0,             0.99808,                   1,             0.99498,             0.91528,            0.010978,           0.0025449,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.011427,           0.0043455,                   0,             0.99807,                   1,             0.99498,             0.91557,            0.010979,            0.002545,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.011427,           0.0043985,                   0,             0.99807,                   1,             0.99498,             0.91561,            0.010978,           0.0025449,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.011393,           0.0043076,                   0,             0.99807,                   1,             0.99498,             0.91566,            0.010977,           0.0025443,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.011488,           0.0043851,                   0,             0.99807,                   1,             0.99499,             0.91596,            0.010975,            0.002544,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.011215,           0.0042922,                   0,             0.99805,                   1,             0.99499,             0.91612,            0.010976,           0.0025439,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.011253,            0.004271,                   0,             0.99806,                   1,             0.99499,               0.916,            0.010974,           0.0025434,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.011057,           0.0043443,                   0,             0.99807,                   1,             0.99499,             0.91574,            0.010975,           0.0025436,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.011007,           0.0042789,                   0,              0.9981,                   1,             0.99499,             0.91597,            0.010976,           0.0025431,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.011113,            0.004224,                   0,             0.99809,                   1,             0.99499,             0.91594,            0.010976,           0.0025433,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.010993,            0.004227,                   0,              0.9981,                   1,             0.99499,             0.91563,            0.010977,           0.0025432,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.011018,           0.0043453,                   0,             0.99809,                   1,             0.99499,             0.91576,            0.010979,           0.0025434,                   0,            0.001882,            0.001882,            0.001882
                 248,             0.01121,           0.0043722,                   0,              0.9981,                   1,             0.99499,             0.91598,            0.010981,           0.0025433,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.010937,            0.004268,                   0,             0.99809,                   1,             0.99499,             0.91627,            0.010984,            0.002544,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.010799,           0.0042374,                   0,             0.99808,                   1,             0.99499,             0.91625,            0.010985,           0.0025439,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.010991,           0.0042257,                   0,             0.99808,                   1,             0.99499,             0.91609,            0.010986,           0.0025444,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.010986,           0.0042667,                   0,             0.99808,                   1,             0.99499,             0.91623,            0.010985,           0.0025441,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.010958,           0.0041915,                   0,             0.99808,                   1,             0.99499,             0.91585,            0.010986,           0.0025443,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.010908,           0.0042048,                   0,             0.99808,                   1,             0.99499,             0.91585,            0.010984,           0.0025438,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.010853,           0.0041973,                   0,             0.99819,                   1,             0.99499,             0.91606,            0.010982,           0.0025436,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.010864,           0.0042185,                   0,             0.99818,                   1,             0.99499,             0.91584,            0.010983,           0.0025431,                   0,            0.001585,            0.001585,            0.001585
                 257,             0.01082,           0.0041963,                   0,             0.99818,                   1,             0.99499,              0.9159,            0.010985,           0.0025433,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.010851,           0.0041164,                   0,             0.99818,                   1,             0.99499,             0.91574,            0.010987,           0.0025436,                   0,            0.001519,            0.001519,            0.001519
                 259,             0.01086,           0.0041367,                   0,             0.99818,                   1,             0.99499,             0.91581,            0.010989,           0.0025435,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.010879,           0.0041087,                   0,             0.99819,                   1,             0.99499,             0.91571,            0.010989,           0.0025435,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.010715,           0.0041743,                   0,             0.99818,                   1,             0.99499,             0.91587,            0.010988,           0.0025438,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.010548,            0.004243,                   0,             0.99822,                   1,             0.99499,              0.9158,            0.010991,           0.0025443,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.010654,           0.0042112,                   0,             0.99826,                   1,             0.99499,             0.91539,            0.010993,           0.0025445,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.010387,           0.0040974,                   0,             0.99842,                   1,             0.99498,              0.9165,            0.010997,           0.0025449,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.010596,           0.0040702,                   0,              0.9984,                   1,             0.99498,             0.91619,            0.010999,           0.0025447,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.010542,           0.0041145,                   0,             0.99832,                   1,             0.99499,             0.91657,            0.010999,           0.0025443,                   0,            0.001255,            0.001255,            0.001255
                 267,             0.01045,           0.0041907,                   0,             0.99849,                   1,             0.99498,             0.91591,            0.011001,           0.0025446,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.010356,           0.0041458,                   0,             0.99848,                   1,             0.99498,             0.91602,            0.011005,           0.0025449,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.010503,           0.0040174,                   0,             0.99841,                   1,             0.99498,             0.91604,            0.011005,           0.0025447,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.010362,           0.0040894,                   0,              0.9985,                   1,             0.99498,             0.91597,            0.011007,           0.0025446,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.010301,           0.0040492,                   0,             0.99863,                   1,             0.99498,             0.91607,             0.01101,           0.0025447,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.010365,           0.0040162,                   0,             0.99873,                   1,             0.99498,             0.91656,            0.011007,           0.0025442,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.010264,           0.0040099,                   0,              0.9988,                   1,             0.99498,              0.9161,             0.01101,           0.0025447,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.010337,           0.0040706,                   0,              0.9988,                   1,             0.99498,             0.91599,            0.011011,           0.0025447,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.010223,           0.0041638,                   0,             0.99881,                   1,             0.99498,             0.91671,            0.011014,           0.0025449,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.010036,           0.0039949,                   0,             0.99882,                   1,             0.99498,             0.91587,            0.011018,           0.0025452,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.010104,           0.0039709,                   0,             0.99881,                   1,             0.99498,             0.91594,            0.011018,           0.0025445,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.010126,           0.0039443,                   0,             0.99878,                   1,             0.99498,             0.91579,             0.01102,           0.0025445,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.010013,           0.0039145,                   0,             0.99876,                   1,             0.99498,             0.91622,            0.011023,           0.0025444,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.010158,           0.0040149,                   0,             0.99882,                   1,             0.99498,             0.91656,            0.011026,           0.0025455,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0099961,           0.0039675,                   0,             0.99883,                   1,             0.99498,             0.91664,            0.011028,           0.0025458,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.010015,           0.0039032,                   0,             0.99883,                   1,             0.99498,             0.91648,            0.011028,           0.0025455,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0098448,           0.0039923,                   0,             0.99884,                   1,             0.99498,             0.91656,             0.01103,           0.0025461,                   0,            0.000694,            0.000694,            0.000694
                 284,                0.01,           0.0038723,                   0,             0.99887,                   1,             0.99498,              0.9167,            0.011033,           0.0025467,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0098863,           0.0039229,                   0,             0.99888,                   1,             0.99498,             0.91693,            0.011035,           0.0025468,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0097682,           0.0038817,                   0,              0.9989,                   1,             0.99498,              0.9172,            0.011038,           0.0025476,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0096859,           0.0039179,                   0,              0.9989,                   1,             0.99498,             0.91687,            0.011039,           0.0025475,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0097333,           0.0038593,                   0,             0.99891,                   1,             0.99498,             0.91691,            0.011039,           0.0025473,                   0,            0.000529,            0.000529,            0.000529
                 289,           0.0096166,           0.0038198,                   0,              0.9989,                   1,             0.99498,             0.91733,            0.011039,           0.0025473,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0098776,           0.0038475,                   0,             0.99889,                   1,             0.99498,             0.91745,            0.011041,           0.0025476,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0098475,           0.0038959,                   0,              0.9989,                   1,             0.99498,             0.91788,            0.011044,           0.0025479,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0098084,           0.0039298,                   0,             0.99891,                   1,             0.99498,             0.91738,            0.011046,           0.0025482,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0096296,           0.0038656,                   0,             0.99891,                   1,             0.99499,             0.91777,            0.011047,           0.0025481,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0095271,           0.0037705,                   0,             0.99893,                   1,             0.99498,             0.91769,            0.011052,           0.0025494,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0096472,            0.003785,                   0,             0.99894,                   1,             0.99498,             0.91766,            0.011058,           0.0025511,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0095074,           0.0038166,                   0,             0.99894,                   1,             0.99499,             0.91801,            0.011061,           0.0025517,                   0,            0.000265,            0.000265,            0.000265
                 297,             0.00955,           0.0037983,                   0,             0.99895,                   1,             0.99499,             0.91765,            0.011062,           0.0025519,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0094998,           0.0038302,                   0,             0.99895,                   1,             0.99498,             0.91783,            0.011064,           0.0025519,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0094834,           0.0038347,                   0,             0.99895,                   1,             0.99498,             0.91802,             0.01107,           0.0025529,                   0,            0.000166,            0.000166,            0.000166
